UF;municipio; populacao 
RS;Entre-Ijuis;8475
RS;Entre Rios do Sul;2792
RS;Erebango;2991
RS;Erechim;105862
RS;Ernestina;3168
RS;Herval;6821
RS;Erval Grande;4859
RS;Erval Seco;6912
RS;Esmeralda;3282
RS;Esperanca do Sul;2926
RS;Espumoso;15588
RS;Estacao;5958
RS;Estancia Velha;50022
RS;Esteio;83202
RS;Estrela;34116
RS;Estrela Velha;3655
RS;Eugenio de castro;2396
RS;Fagundes Varela;2731
RS;Farroupilha;72331
RS;Faxinal do Soturno;6677
RS;Faxinalzinho;2315
RS;Fazenda Vilanova;4533
RS;Feliz;13547
RS;Flores da cunha;30745
RS;Floriano Peixoto;1766
RS;Fontoura Xavier;10304
RS;Formigueiro;6664
RS;Forquetinha;2412
RS;Fortaleza dos Valos;4320
RS;Frederico Westphalen;31313
RS;Garibaldi;35070
RS;Garruchos;2924
RS;Gaurama;5534
RS;General camara;8385
RS;Gentil;1634
RS;Getulio Vargas;16212
RS;Girua;16004
RS;Glorinha;8098
RS;Gramado;36232
RS;Gramado dos Loureiros;2082
RS;Gramado Xavier;4325
RS;Gravatai;281519
RS;Guabiju;1503
RS;Guaiba;98143
RS;Guapore;25727
RS;Guarani das Missoes;7537
RS;Harmonia;4866
RS;Herveiras;3018
RS;Horizontina;19329
RS;Hulha Negra;6776
RS;Humaita;4762
RS;Ibarama;4406
RS;Ibiaca;4709
RS;Ibiraiaras;7262
RS;Ibirapuita;4013
RS;Ibiruba;20350
RS;Igrejinha;36899
RS;Ijui;83475
RS;Ilopolis;4078
RS;Imbe;22800
RS;Imigrante;3120
RS;Independencia;6167
RS;Inhacora;2226
RS;Ipe;6640
RS;Ipiranga do Sul;1889
RS;Irai;7241
RS;Itaara;5499
RS;Itacurubi;3465
RS;Itapuca;2094
RS;Itaqui;37620
RS;Itati;2419
RS;Itatiba do Sul;3324
RS;Ivora;1910
RS;Ivoti;24293
RS;Jaboticaba;3810
RS;Jacuizinho;2692
RS;Jacutinga;3561
RS;Jaguarao;26680
RS;Jaguari;10848
RS;Jaquirana;3716
RS;Jari;3503
RS;Joia;8560
RS;Julio de castilhos;19293
RS;Lagoa Bonita do Sul;2903
RS;Lagoao;6452
RS;Lagoa dos Tres cantos;1609
RS;Lagoa Vermelha;27807
RS;Lajeado;84014
RS;Lajeado do Bugre;2564
RS;Lavras do Sul;7480
RS;Liberato Salzano;5219
RS;Lindolfo collor;6054
RS;Linha Nova;1714
RS;Machadinho;5445
RS;Macambara;4587
RS;Mampituba;2981
RS;Manoel Viana;7299
RS;Maquine;6714
RS;Marata;2691
RS;Marau;44161
RS;Marcelino Ramos;4402
RS;Mariana Pimentel;3885
RS;Mariano Moro;2031
RS;Marques de Souza;4009
RS;Mata;4823
RS;Mato castelhano;2540
RS;Mato Leitao;4515
RS;Mato Queimado;1648
RS;Maximiliano de Almeida;4377
RS;Minas do Leao;8075
RS;Miraguai;4925
RS;Montauri;1453
RS;Monte Alegre dos campos;3226
RS;Monte Belo do Sul;2548
RS;Montenegro;65264
RS;Mormaco;3085
RS;Morrinhos do Sul;2949
RS;Morro Redondo;6568
RS;Morro Reuter;6407
RS;Mostardas;12804
RS;Mucum;4954
RS;Muitos capoes;3162
RS;Muliterno;1893
RS;Nao-Me-Toque;17624
RS;Nicolau Vergueiro;1682
RS;Nonoai;11695
RS;Nova Alvorada;3625
RS;Nova Araca;4759
RS;Nova Bassano;9916
RS;Nova Boa Vista;1775
RS;Nova Brescia;3330
RS;Nova candelaria;2698
RS;Nova Esperanca do Sul;5352
RS;Nova Hartz;21615
RS;Nova Padua;2553
RS;Nova Palma;6512
RS;Nova Petropolis;21353
RS;Nova Prata;27257
RS;Nova Ramada;2242
RS;Nova Roma do Sul;3689
RS;Nova Santa Rita;29300
RS;Novo cabrais;4196
RS;Novo Hamburgo;246748
RS;Novo Machado;3323
RS;Novo Tiradentes;2211
RS;Novo Xingu;1719
RS;Novo Barreiro;4164
RS;Osorio;45994
RS;Paim Filho;3828
RS;Palmares do Sul;11318
RS;Palmeira das Missoes;33303
RS;Palmitinho;7057
RS;Panambi;43667
RS;Pantano Grande;9174
RS;Parai;7657
RS;Paraiso do Sul;7611
RS;Pareci Novo;3837
RS;Parobe;58272
RS;Passa Sete;5702
RS;Passo do Sobrado;6535
RS;Passo Fundo;203275
RS;Paulo Bento;2293
RS;Paverama;8487
RS;Pedras Altas;1982
RS;Pedro Osorio;7730
RS;Pejucara;3874
RS;Pelotas;342405
RS;Picada cafe;5742
RS;Pinhal;2579
RS;Pinhal da Serra;1941
RS;Pinhal Grande;4350
RS;Pinheirinho do Vale;4871
RS;Pinheiro Machado;12271
RS;Pinto Bandeira;3003
RS;Pirapo;2304
RS;Piratini;20663
RS;Planalto;10084
RS;Poco das Antas;2098
RS;Pontao;3904
RS;Ponte Preta;1547
RS;Portao;37079
RS;Porto Alegre;1483771
RS;Porto Lucena;4678
RS;Porto Maua;2374
RS;Porto Vera cruz;1360
RS;Porto Xavier;10246
RS;Pouso Novo;1639
RS;Presidente Lucena;2901
RS;Progresso;6244
RS;Protasio Alves;1947
RS;Putinga;3919
RS;Quarai;22687
RS;Quatro Irmaos;1849
RS;Quevedos;2788
RS;Quinze de Novembro;3796
RS;Redentora;11549
RS;Relvado;2090
RS;Restinga Seca;15789
RS;Rio dos indios;2752
RS;Rio Grande;211005
RS;Rio Pardo;38275
RS;Riozinho;4653
RS;Roca Sales;11393
RS;Rodeio Bonito;5867
RS;Rolador;2323
RS;Rolante;21349
RS;Ronda Alta;10601
RS;Rondinha;5130
RS;Roque Gonzales;6847
RS;Rosario do Sul;39422
RS;Sagrada Familia;2609
RS;Saldanha Marinho;2650
RS;Salto do Jacui;12449
RS;Salvador das Missoes;2733
RS;Salvador do Sul;7799
RS;Sananduva;16270
RS;Santa Barbara do Sul;7994
RS;Santa cecilia do Sul;1639
RS;Santa clara do Sul;6603
RS;Santa cruz do Sul;130416
RS;Santa Maria;282123
RS;Santa Maria do Herval;6331
RS;Santa Margarida do Sul;2562
RS;Santana da Boa Vista;8098
RS;Sant'Ana do Livramento;77027
RS;Santa Rosa;73254
RS;Santa Tereza;1729
RS;Santa Vitoria do Palmar;29676
RS;Santiago;49425
RS;Santo angelo;77593
RS;Santo Antonio do Palma;2128
RS;Santo Antonio da Patrulha;42894
RS;Santo Antonio das Missoes;10175
RS;Santo Antonio do Planalto;2019
RS;Santo Augusto;13885
RS;Santo cristo;14257
RS;Santo Expedito do Sul;2324
RS;Sao Borja;60282
RS;Sao Domingos do Sul;3074
RS;Sao Francisco de Assis;18335
RS;Sao Francisco de Paula;21710
RS;Sao Gabriel;62105
RS;Sao Jeronimo;24248
RS;Sao Joao da Urtiga;4657
RS;Sao Joao do Polesine;2552
RS;Sao Jorge;2824
RS;Sao Jose das Missoes;2537
RS;Sao Jose do Herval;1971
RS;Sao Jose do Hortencio;4804
RS;Sao Jose do Inhacora;2073
RS;Sao Jose do Norte;27568
RS;Sao Jose do Ouro;6933
RS;Sao Jose do Sul;2408
RS;Sao Jose dos Ausentes;3527
RS;Sao Leopoldo;236835
RS;Sao Lourenco do Sul;43582
RS;Sao Luiz Gonzaga;33468
RS;Sao Marcos;21556
RS;Sao Martinho;5426
RS;Sao Martinho da Serra;3234
RS;Sao Miguel das Missoes;7673
RS;Sao Nicolau;5265
RS;Sao Paulo das Missoes;5790
RS;Sao Pedro da Serra;3801
RS;Sao Pedro das Missoes;2009
RS;Sao Pedro do Butia;2947
RS;Sao Pedro do Sul;16198
RS;Sao Sebastiao do cai;25685
RS;Sao Sepe;23621
RS;Sao Valentim;3299
RS;Sao Valentim do Sul;2242
RS;Sao Valerio do Sul;2727
RS;Sao Vendelino;2243
RS;Sao Vicente do Sul;8721
RS;Sapiranga;81734
RS;Sapucaia do Sul;141075
RS;Sarandi;24489
RS;Seberi;10750
RS;Sede Nova;2907
RS;Segredo;7421
RS;Selbach;5100
RS;Senador Salgado Filho;2779
RS;Sentinela do Sul;5581
RS;Serafina correa;17502
RS;Serio;1962
RS;Sertao;5415
RS;Sertao Santana;6486
RS;Sete de Setembro;1970
RS;Severiano de Almeida;3657
RS;Silveira Martins;2384
RS;Sinimbu;10172
RS;Sobradinho;14967
RS;Soledade;31002
RS;Tabai;4719
RS;Tapejara;24111
RS;Tapera;10584
RS;Tapes;17300
RS;Taquara;57466
RS;Taquari;26862
RS;Taquarucu do Sul;3072
RS;Tavares;5481
RS;Tenente Portela;13485
RS;Terra de Areia;11204
RS;Teutonia;33232
RS;Tio Hugo;3030
RS;Tiradentes do Sul;5704
RS;Toropi;2806
RS;Torres;38732
RS;Tramandai;51715
RS;Travesseiro;2336
RS;Tres Arroios;2668
RS;Tres cachoeiras;11053
RS;Tres coroas;28220
RS;Tres de Maio;23906
RS;Tres Forquilhas;2697
RS;Tres Palmeiras;4271
RS;Tres Passos;23906
RS;Trindade do Sul;5802
RS;Triunfo;29538
RS;Tucunduva;5678
RS;Tunas;4569
RS;Tupanci do Sul;1472
RS;Tupancireta;23948
RS;Tupandi;4855
RS;Tuparendi;7893
RS;Turucu;3438
RS;Ubiretama;2015
RS;Uniao da Serra;1154
RS;Unistalda;2338
RS;Uruguaiana;126970
RS;Vacaria;66218
RS;Vale Verde;3497
RS;Vale do Sol;11781
RS;Vale Real;5913
RS;Vanini;2113
RS;Venancio Aires;71554
RS;Vera cruz;26863
RS;Veranopolis;26241
RS;Vespasiano correa;1815
RS;Viadutos;4756
RS;Viamao;255224
RS;Vicente Dutra;4670
RS;Victor Graeff;2882
RS;Vila Flores;3385
RS;Vila Langaro;2091
RS;Vila Maria;4358
RS;Vila Nova do Sul;4280
RS;Vista Alegre;2752
RS;Vista Alegre do Prata;1561
RS;Vista Gaucha;2851
RS;Vitoria das Missoes;3133
RS;Westfalia;3014
RS;Xangri-la;16408
MS;agua clara;15522
MS;Alcinopolis;5343
MS;Amambai;39396
MS;Anastacio;25135
MS;Anaurilandia;9035
MS;Angelica;10780
MS;Antonio Joao;8956
MS;Aparecida do Taboado;25745
MS;Aquidauana;47871
MS;Aral Moreira;12149
MS;Bandeirantes;6788
MS;Bataguassu;23024
MS;Bataypora;11329
MS;Bela Vista;24629
MS;Bodoquena;7875
MS;Bonito;21976
MS;Brasilandia;11872
MS;caarapo;30174
MS;camapua;13711
MS;campo Grande;895982
MS;caracol;6116
MS;cassilandia;21939
MS;chapadao do Sul;25218
MS;corguinho;5947
MS;coronel Sapucaia;15253
MS;corumba;111435
MS;costa Rica;20823
MS;coxim;33543
MS;Deodapolis;12924
MS;Dois Irmaos do Buriti;11385
MS;Douradina;5924
MS;Dourados;222949
MS;Eldorado;12353
MS;Fatima do Sul;19189
MS;Figueirao;3051
MS;Gloria de Dourados;9965
MS;Guia Lopes da Laguna;9895
MS;Iguatemi;16078
MS;Inocencia;7610
MS;Itapora;24839
MS;Itaquirai;21142
MS;Ivinhema;23187
MS;Japora;9110
MS;Jaraguari;7187
MS;Jardim;26097
MS;Jatei;4027
MS;Juti;6712
MS;Ladario;23331
MS;Laguna carapa;7341
MS;Maracaju;47083
MS;Miranda;28013
MS;Mundo Novo;18366
MS;Navirai;54878
MS;Nioaque;13930
MS;Nova Alvorada do Sul;21882
MS;Nova Andradina;54374
MS;Novo Horizonte do Sul;3814
MS;Paraiso das aguas;5555
MS;Paranaiba;42148
MS;Paranhos;14228
MS;Pedro Gomes;7674
MS;Ponta Pora;92526
MS;Porto Murtinho;17131
MS;Ribas do Rio Pardo;24615
MS;Rio Brilhante;37514
MS;Rio Negro;4831
MS;Rio Verde de Mato Grosso;19746
MS;Rochedo;5499
MS;Santa Rita do Pardo;7851
MS;Sao Gabriel do Oeste;26771
MS;Sete Quedas;10791
MS;Selviria;6529
MS;Sidrolandia;57665
MS;Sonora;19274
MS;Tacuru;11552
MS;Taquarussu;3588
MS;Terenos;21806
MS;Tres Lagoas;121388
MS;Vicentina;6102
MT;Acorizal;5399
MT;agua Boa;25721
MT;Alta Floresta;51782
MT;Alto Araguaia;19044
MT;Alto Boa Vista;6822
MT;Alto Garcas;12030
MT;Alto Paraguai;11356
MT;Alto Taquari;10847
MT;Apiacas;10133
MT;Araguaiana;3100
MT;Araguainha;935
MT;Araputanga;16822
MT;Arenapolis;9607
MT;Aripuana;22354
MT;Barao de Melgaco;8564
MT;Barra do Bugres;34966
MT;Barra do Garcas;61012
MT;Bom Jesus do Araguaia;6580
MT;Brasnorte;19695
MT;caceres;94376
MT;campinapolis;15980
MT;campo Novo do Parecis;35360
MT;campo Verde;44041
MT;campos de Julio;6891
MT;canabrava do Norte;4743
MT;canarana;21579
MT;carlinda;10305
MT;castanheira;8729
MT;chapada dos Guimaraes;19752
MT;claudia;12149
MT;cocalinho;5700
MT;colider;33438
MT;colniza;38582
MT;comodoro;20763
MT;confresa;30933
MT;conquista D'Oeste;4038
MT;cotriguacu;19750
MT;cuiaba;612547
MT;curvelandia;5219
MT;Denise;9462
MT;Diamantino;22041
MT;Dom Aquino;8178
MT;Feliz Natal;14192
MT;Figueiropolis D'Oeste;3494
MT;Gaucha do Norte;7648
MT;General carneiro;5540
MT;Gloria D'Oeste;3026
MT;Guaranta do Norte;35816
MT;Guiratinga;15141
MT;Indiavai;2752
MT;Ipiranga do Norte;7667
MT;Itanhanga;6737
MT;Itauba;3802
MT;Itiquira;13345
MT;Jaciara;27776
MT;Jangada;8409
MT;Jauru;8793
MT;Juara;34974
MT;Juina;40997
MT;Juruena;15865
MT;Juscimeira;11221
MT;Lambari D'Oeste;6121
MT;Lucas do Rio Verde;65534
MT;Luciara;2077
MT;Vila Bela da Santissima Trindade;16128
MT;Marcelandia;10499
MT;Matupa;16566
MT;Mirassol d'Oeste;27739
MT;Nobres;15336
MT;Nortelandia;5989
MT;Nossa Senhora do Livramento;13216
MT;Nova Bandeirantes;15288
MT;Nova Nazare;3849
MT;Nova Lacerda;6640
MT;Nova Santa Helena;3718
MT;Nova Brasilandia;3829
MT;Nova canaa do Norte;12787
MT;Nova Mutum;45378
MT;Nova Olimpia;20301
MT;Nova Ubirata;11982
MT;Nova Xavantina;21374
MT;Novo Mundo;9178
MT;Novo Horizonte do Norte;4004
MT;Novo Sao Joaquim;5074
MT;Paranaita;11225
MT;Paranatinga;22563
MT;Novo Santo Antonio;2640
MT;Pedra Preta;17626
MT;Peixoto de Azevedo;34976
MT;Planalto da Serra;2662
MT;Pocone;32843
MT;Pontal do Araguaia;6711
MT;Ponte Branca;1576
MT;Pontes e Lacerda;45436
MT;Porto Alegre do Norte;12517
MT;Porto dos Gauchos;5410
MT;Porto Esperidiao;12017
MT;Porto Estrela;2963
MT;Poxoreu;16219
MT;Primavera do Leste;62019
MT;Querencia;17479
MT;Sao Jose dos Quatro Marcos;18906
MT;Reserva do cabacal;2732
MT;Ribeirao cascalheira;10206
MT;Ribeiraozinho;2405
MT;Rio Branco;5156
MT;Santa carmem;4525
MT;Santo Afonso;3146
MT;Sao Jose do Povo;4063
MT;Sao Jose do Rio claro;20664
MT;Sao Jose do Xingu;5595
MT;Sao Pedro da cipa;4727
MT;Rondolandia;4001
MT;Rondonopolis;232491
MT;Rosario Oeste;17151
MT;Santa cruz do Xingu;2564
MT;Salto do ceu;3365
MT;Santa Rita do Trivelato;3429
MT;Santa Terezinha;8371
MT;Santo Antonio do Leste;5174
MT;Santo Antonio do Leverger;16628
MT;Sao Felix do Araguaia;11708
MT;Sapezal;25881
MT;Serra Nova Dourada;1650
MT;Sinop;142996
MT;Sorriso;90313
MT;Tabapora;9489
MT;Tangara da Serra;103750
MT;Tapurah;13705
MT;Terra Nova do Norte;9667 (19)
MT;Tesouro;3805
MT;Torixoreu;3609
MT;Uniao do Sul;3525
MT;Vale de Sao Domingos;3127
MT;Varzea Grande;284971
MT;Vera;11309
MT;Vila Rica;26037
MT;Nova Guarita;4519
MT;Nova Marilandia;3278
MT;Nova Maringa;8641
MT;Nova Monte Verde;9178
GO;Abadia de Goias;8773
GO;Abadiania;20042
GO;Acreuna;22366
GO;Adelandia;2516
GO;agua Fria de Goias;5735
GO;agua Limpa;1850
GO;aguas Lindas de Goias;212440
GO;Alexania;27653
GO;Aloandia;1995
GO;Alto Horizonte;6414
GO;Alto Paraiso de Goias;7624
GO;Alvorada do Norte;8660
GO;Amaralina;3812
GO;Americano do Brasil;6111
GO;Amorinopolis;3126
GO;Anapolis;386923
GO;Anhanguera;1149
GO;Anicuns;21850
GO;Aparecida de Goiania;578179
GO;Aparecida do Rio Doce;2474
GO;Apore;4198
GO;Aracu;3522
GO;Aragarcas;20118
GO;Aragoiania;10308
GO;Araguapaz;7770
GO;Arenopolis;2612
GO;Aruana;9875
GO;Aurilandia;3120
GO;Avelinopolis;2417
GO;Baliza;5138
GO;Barro Alto;11167
GO;Bela Vista de Goias;29975
GO;Bom Jardim de Goias;8841
GO;Bom Jesus de Goias;25216
GO;Bonfinopolis;9706
GO;Bonopolis;4405
GO;Brazabrantes;3703
GO;Britania;5779
GO;Buriti Alegre;9459
GO;Buriti de Goias;2488
GO;Buritinopolis;3292
GO;cabeceiras;7993
GO;cachoeira Alta;12484
GO;cachoeira de Goias;1351
GO;cachoeira Dourada;8067
GO;cacu;16009
GO;caiaponia;18913
GO;caldas Novas;91162
GO;caldazinha;3804
GO;campestre de Goias;3630
GO;campinacu;3640
GO;campinorte;12626
GO;campo Alegre de Goias;7589
GO;campo Limpo de Goias;7789
GO;campos Belos;19887
GO;campos Verdes;2141
GO;carmo do Rio Verde;10082
GO;castelandia;3435
GO;catalao;108823
GO;caturai;5070
GO;cavalcante;9709
GO;ceres;22191
GO;cezarina;8606
GO;chapadao do ceu;10167
GO;cidade Ocidental;71376
GO;cocalzinho de Goias;20240
GO;colinas do Sul;3382
GO;corrego do Ouro;2327
GO;corumba de Goias;11110
GO;corumbaiba;9723
GO;cristalina;58997
GO;cristianopolis;2966
GO;crixas;16949
GO;crominia;3486
GO;cumari;2854
GO;Damianopolis;3311
GO;Damolandia;2938
GO;Davinopolis;2094
GO;Diorama;2484
GO;Doverlandia;7322
GO;Edealina;3699
GO;Edeia;12372
GO;Estrela do Norte;3275
GO;Faina;6627
GO;Fazenda Nova;5637
GO;Firminopolis;13292
GO;Flores de Goias;16557
GO;Formosa;121617
GO;Formoso;4248
GO;Gameleira de Goias;3818
GO;Divinopolis de Goias;4804
GO;Goianapolis;11231
GO;Goiandira;5600
GO;Goianesia;70084
GO;Goiania;1516113
GO;Goianira;44289
GO;Goias;22645
GO;Goiatuba;34095
GO;Gouvelandia;5898
GO;Guapo;14209
GO;Guaraita;1996
GO;Guarani de Goias;3893
GO;Guarinos;1794
GO;Heitorai;3724
GO;Hidrolandia;21706
GO;Hidrolina;3564
GO;Iaciara;13947
GO;Inaciolandia;6194
GO;Indiara;15611
GO;Inhumas;52866
GO;Ipameri;26985
GO;Ipiranga de Goias;2893
GO;Ipora;31531
GO;Israelandia;2800
GO;Itaberai;42900
GO;Itaguari;4676
GO;Itaguaru;5237
GO;Itaja;4539
GO;Itapaci;22981
GO;Itapirapua;4997
GO;Itapuranga;25768
GO;Itaruma;7178
GO;Itaucu;8938
GO;Itumbiara;104742
GO;Ivolandia;2370
GO;Jandaia;6048
GO;Jaragua;50511
GO;Jatai;100882
GO;Jaupaci;2879
GO;Jesupolis;2490
GO;Joviania;7387
GO;Jussara;18478
GO;Lagoa Santa;1588
GO;Leopoldo de Bulhoes;7647
GO;Luziania;208299
GO;Mairipotaba;2368
GO;Mambai;8882
GO;Mara Rosa;9503
GO;Marzagao;2236
GO;Matrincha;4351
GO;Maurilandia;14080
GO;Mimoso de Goias;2597
GO;Minacu;29070
GO;Mineiros;66801
GO;Moipora;1529
GO;Monte Alegre de Goias;8606
GO;Montes claros de Goias;8055
GO;Montividiu;13396
GO;Montividiu do Norte;4479
GO;Morrinhos;46136
GO;Morro Agudo de Goias;2248
GO;Mossamedes;4290
GO;Mozarlandia;15659
GO;Mundo Novo;4887
GO;Mutunopolis;3778
GO;Nazario;9142
GO;Neropolis;29850
GO;Niquelandia;46388
GO;Nova America;2352
GO;Nova Aurora;2210
GO;Nova crixas;12869
GO;Nova Gloria;8164
GO;Nova Iguacu de Goias;2929
GO;Nova Roma;3264
GO;Nova Veneza;9853
GO;Novo Brasil;2913
GO;Novo Gama;115711
GO;Novo Planalto;4495
GO;Orizona;15615
GO;Ouro Verde de Goias;3759
GO;Ouvidor;6667
GO;Padre Bernardo;33835
GO;Palestina de Goias;3464
GO;Palmeiras de Goias;28858
GO;Palmelo;2381
GO;Palminopolis;3585
GO;Panama;2615
GO;Paranaiguara;10057
GO;Parauna;10988
GO;Perolandia;3129
GO;Petrolina de Goias;10281
GO;Pilar de Goias;2253
GO;Piracanjuba;24524
GO;Piranhas;10385
GO;Pirenopolis;24908
GO;Pires do Rio;31458
GO;Planaltina;89918
GO;Pontalina;17819
GO;Porangatu;45394
GO;Porteirao;3881
GO;Portelandia;4011
GO;Posse;36900
GO;Professor Jamil;3223
GO;Quirinopolis;50065
GO;Rialma;10918
GO;Rianapolis;4801
GO;Rio Quente;4493
GO;Rio Verde;235647
GO;Rubiataba;19882
GO;Sanclerlandia;7637
GO;Santa Barbara de Goias;6560
GO;Santa cruz de Goias;2855
GO;Santa Fe de Goias;5459
GO;Santa Helena de Goias;38648
GO;Santa Isabel;3809
GO;Santa Rita do Araguaia;8756
GO;Santa Rita do Novo Destino;3343
GO;Santa Rosa de Goias;2319
GO;Santa Tereza de Goias;3355
GO;Santa Terezinha de Goias;8744
GO;Santo Antonio da Barra;4821
GO;Santo Antonio de Goias;6283
GO;Santo Antonio do Descoberto;74744
GO;Sao Domingos;12949
GO;Sao Francisco de Goias;6264
GO;Sao Joao d'Alianca;13740
GO;Sao Joao da Parauna;1381
GO;Sao Luis de Montes Belos;33817
GO;Sao Luiz do Norte;5167
GO;Sao Miguel do Araguaia;21993
GO;Sao Miguel do Passa Quatro;4057
GO;Sao Patricio;2036
GO;Sao Simao;20645
GO;Senador canedo;115371
GO;Serranopolis;8544
GO;Silvania;20695
GO;Simolandia;6856
GO;Sitio d'Abadia;2989
GO;Taquaral de Goias;3529
GO;Teresina de Goias;3458
GO;Terezopolis de Goias;8043
GO;Tres Ranchos;2833
GO;Trindade;127599
GO;Trombas;3500
GO;Turvania;4598
GO;Turvelandia;5281
GO;Uirapuru;2854
GO;Uruacu;40532
GO;Uruana;13843
GO;Urutai;3072
GO;Valparaiso de Goias;168468
GO;Varjao;3827
GO;Vianopolis;13863
GO;Vicentinopolis;8743
GO;Vila Boa;6171
GO;Vila Propicio;5821
DF;Brasilia;3015268
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
